t,alt_km,lat_deg,lon_deg,density_kg_m3
2024-05-11T07:23:00Z,491.348,72.540,140.694,4.866313e-12
2024-05-11T07:24:00Z,490.199,68.736,141.065,4.805739e-12
2024-05-11T07:25:00Z,488.964,64.929,141.255,6.023126e-12
2024-05-11T07:26:00Z,487.661,61.117,141.336,5.582274e-12
2024-05-11T07:27:00Z,486.308,57.302,141.345,6.404926e-12
2024-05-11T07:28:00Z,484.925,53.483,141.305,5.951771e-12
2024-05-11T07:29:00Z,483.533,49.661,141.231,6.018156e-12
2024-05-11T07:30:00Z,482.155,45.835,141.131,6.141026e-12
2024-05-11T07:31:00Z,480.812,42.005,141.011,6.318076e-12
2024-05-11T07:32:00Z,479.527,38.171,140.877,6.310369e-12
2024-05-11T07:33:00Z,478.322,34.334,140.731,5.978009e-12
2024-05-11T07:34:00Z,477.217,30.494,140.576,5.599870e-12
2024-05-11T07:35:00Z,476.233,26.651,140.414,5.300679e-12
2024-05-11T07:36:00Z,475.388,22.805,140.246,5.067289e-12
2024-05-11T07:37:00Z,474.697,18.957,140.074,4.891984e-12
2024-05-11T07:38:00Z,474.176,15.107,139.898,4.740493e-12
2024-05-11T07:39:00Z,473.835,11.256,139.720,4.638795e-12
2024-05-11T07:40:00Z,473.683,7.403,139.539,4.565522e-12
2024-05-11T07:41:00Z,473.727,3.550,139.358,4.561381e-12
2024-05-11T07:42:00Z,473.969,-0.303,139.175,4.711404e-12
2024-05-11T07:43:00Z,474.409,-4.156,138.993,4.994663e-12
2024-05-11T07:44:00Z,475.043,-8.008,138.812,5.452711e-12
2024-05-11T07:45:00Z,475.865,-11.858,138.632,6.014821e-12
2024-05-11T07:46:00Z,476.866,-15.707,138.453,6.548910e-12
2024-05-11T07:47:00Z,478.034,-19.553,138.278,6.677370e-12
2024-05-11T07:48:00Z,479.355,-23.397,138.106,6.748469e-12
2024-05-11T07:49:00Z,480.810,-27.238,137.939,6.236589e-12
2024-05-11T07:50:00Z,482.381,-31.075,137.778,5.255726e-12
2024-05-11T07:51:00Z,484.048,-34.909,137.624,4.525043e-12
2024-05-11T07:52:00Z,485.788,-38.739,137.480,4.281509e-12
2024-05-11T07:53:00Z,487.577,-42.564,137.347,4.134748e-12
2024-05-11T07:54:00Z,489.392,-46.386,137.230,3.493564e-12
2024-05-11T07:55:00Z,491.208,-50.204,137.133,3.810743e-12
2024-05-11T07:56:00Z,493.001,-54.017,137.063,3.877659e-12
2024-05-11T07:57:00Z,494.748,-57.827,137.028,4.352271e-12
2024-05-11T07:58:00Z,496.426,-61.632,137.045,4.154578e-12
2024-05-11T07:59:00Z,498.014,-65.433,137.136,3.921773e-12
2024-05-11T08:00:00Z,499.492,-69.230,137.344,4.244640e-12
2024-05-11T08:01:00Z,500.843,-73.022,137.745,4.786075e-12
2024-05-11T08:02:00Z,502.051,-76.809,138.506,5.552322e-12
2024-05-11T08:03:00Z,503.103,-80.587,140.062,6.378528e-12
2024-05-11T08:04:00Z,503.988,-84.341,143.993,6.912257e-12
2024-05-11T08:05:00Z,504.698,-87.953,163.239,6.890757e-12
2024-05-11T08:06:00Z,505.229,-87.743,-73.674,6.349643e-12
2024-05-11T08:07:00Z,505.577,-84.108,-57.023,5.552143e-12
2024-05-11T08:08:00Z,505.744,-80.353,-53.356,5.337903e-12
2024-05-11T08:09:00Z,505.732,-76.578,-51.875,4.667142e-12
2024-05-11T08:10:00Z,505.549,-72.796,-51.145,3.738785e-12
2024-05-11T08:11:00Z,505.202,-69.009,-50.759,3.487807e-12
2024-05-11T08:12:00Z,504.704,-65.219,-50.561,3.429433e-12
2024-05-11T08:13:00Z,504.067,-61.425,-50.475,3.350906e-12
2024-05-11T08:14:00Z,503.307,-57.629,-50.462,3.134052e-12
2024-05-11T08:15:00Z,502.440,-53.829,-50.499,3.225368e-12
2024-05-11T08:16:00Z,501.487,-50.027,-50.572,3.356271e-12
2024-05-11T08:17:00Z,500.466,-46.221,-50.671,3.453647e-12
2024-05-11T08:18:00Z,499.399,-42.412,-50.789,3.346890e-12
2024-05-11T08:19:00Z,498.306,-38.599,-50.922,3.206579e-12
2024-05-11T08:20:00Z,497.206,-34.784,-51.067,3.427700e-12
2024-05-11T08:21:00Z,496.122,-30.965,-51.222,3.379701e-12
2024-05-11T08:22:00Z,495.072,-27.143,-51.383,3.869423e-12
2024-05-11T08:23:00Z,494.074,-23.319,-51.551,4.116351e-12
2024-05-11T08:24:00Z,493.145,-19.492,-51.723,4.270571e-12
2024-05-11T08:25:00Z,492.301,-15.663,-51.899,4.171480e-12
2024-05-11T08:26:00Z,491.554,-11.831,-52.078,4.067141e-12
2024-05-11T08:27:00Z,490.916,-7.999,-52.258,3.984193e-12
2024-05-11T08:28:00Z,490.395,-4.165,-52.440,3.996714e-12
2024-05-11T08:29:00Z,489.997,-0.330,-52.622,4.044686e-12
2024-05-11T08:30:00Z,489.725,3.505,-52.805,4.041488e-12
2024-05-11T08:31:00Z,489.579,7.340,-52.987,3.747472e-12
2024-05-11T08:32:00Z,489.557,11.175,-53.168,3.602413e-12
2024-05-11T08:33:00Z,489.654,15.009,-53.346,3.300993e-12
2024-05-11T08:34:00Z,489.863,18.842,-53.523,3.307925e-12
2024-05-11T08:35:00Z,490.173,22.673,-53.696,3.736116e-12
2024-05-11T08:36:00Z,490.572,26.502,-53.864,4.118048e-12
2024-05-11T08:37:00Z,491.047,30.330,-54.027,3.835010e-12
2024-05-11T08:38:00Z,491.581,34.155,-54.182,3.267184e-12
2024-05-11T08:39:00Z,492.158,37.977,-54.329,3.350747e-12
2024-05-11T08:40:00Z,492.759,41.797,-54.464,3.565322e-12
2024-05-11T08:41:00Z,493.367,45.614,-54.585,2.966167e-12
2024-05-11T08:42:00Z,493.962,49.429,-54.687,2.862568e-12
2024-05-11T08:43:00Z,494.525,53.240,-54.763,4.071302e-12
2024-05-11T08:44:00Z,495.038,57.049,-54.806,3.262586e-12
2024-05-11T08:45:00Z,495.484,60.855,-54.801,3.507582e-12
2024-05-11T08:46:00Z,495.847,64.658,-54.727,3.591979e-12
2024-05-11T08:47:00Z,496.112,68.459,-54.548,4.643806e-12
2024-05-11T08:48:00Z,496.266,72.257,-54.194,4.688690e-12
2024-05-11T08:49:00Z,496.298,76.050,-53.525,3.468984e-12
2024-05-11T08:50:00Z,496.201,79.837,-52.187,2.447304e-12
2024-05-11T08:51:00Z,495.967,83.606,-48.997,2.414977e-12
2024-05-11T08:52:00Z,495.593,87.289,-36.309,2.546804e-12
2024-05-11T08:53:00Z,495.079,88.357,83.017,2.922129e-12
2024-05-11T08:54:00Z,494.426,84.809,109.815,3.566531e-12
2024-05-11T08:55:00Z,493.639,81.050,114.374,3.650836e-12
2024-05-11T08:56:00Z,492.726,77.264,116.095,3.379653e-12
2024-05-11T08:57:00Z,491.696,73.467,116.923,2.910112e-12
2024-05-11T08:58:00Z,490.562,69.665,117.357,2.194199e-12
2024-05-11T08:59:00Z,489.339,65.859,117.583,2.734774e-12
2024-05-11T09:00:00Z,488.042,62.049,117.686,3.893788e-12
2024-05-11T09:01:00Z,486.691,58.234,117.710,3.500871e-12
2024-05-11T09:02:00Z,485.305,54.417,117.681,4.402323e-12
2024-05-11T09:03:00Z,483.906,50.595,117.615,4.152910e-12
2024-05-11T09:04:00Z,482.515,46.770,117.520,4.230336e-12
2024-05-11T09:05:00Z,481.154,42.941,117.405,4.113873e-12
2024-05-11T09:06:00Z,479.846,39.108,117.275,4.165227e-12
2024-05-11T09:07:00Z,478.613,35.272,117.132,4.317553e-12
2024-05-11T09:08:00Z,477.476,31.433,116.979,4.623133e-12
2024-05-11T09:09:00Z,476.455,27.590,116.818,5.002721e-12
2024-05-11T09:10:00Z,475.569,23.745,116.652,5.327302e-12
2024-05-11T09:11:00Z,474.834,19.898,116.481,5.839902e-12
2024-05-11T09:12:00Z,474.266,16.048,116.306,6.462639e-12
2024-05-11T09:13:00Z,473.876,12.197,116.128,6.996287e-12
2024-05-11T09:14:00Z,473.674,8.345,115.948,7.298927e-12
2024-05-11T09:15:00Z,473.666,4.492,115.767,7.240901e-12
2024-05-11T09:16:00Z,473.855,0.638,115.585,7.035033e-12
2024-05-11T09:17:00Z,474.243,-3.215,115.403,6.534463e-12
2024-05-11T09:18:00Z,474.827,-7.067,115.221,6.145048e-12
2024-05-11T09:19:00Z,475.601,-10.918,115.041,5.930667e-12
2024-05-11T09:20:00Z,476.557,-14.767,114.862,5.748864e-12
2024-05-11T09:21:00Z,477.684,-18.614,114.686,5.823206e-12
2024-05-11T09:22:00Z,478.968,-22.459,114.514,6.060865e-12
2024-05-11T09:23:00Z,480.392,-26.300,114.346,6.662611e-12
2024-05-11T09:24:00Z,481.938,-30.138,114.183,7.354538e-12
2024-05-11T09:25:00Z,483.585,-33.973,114.027,7.458322e-12
2024-05-11T09:26:00Z,485.311,-37.804,113.881,5.853113e-12
2024-05-11T09:27:00Z,487.092,-41.631,113.746,4.494507e-12
2024-05-11T09:28:00Z,488.906,-45.453,113.625,3.988542e-12
2024-05-11T09:29:00Z,490.728,-49.272,113.523,3.895633e-12
2024-05-11T09:30:00Z,492.532,-53.087,113.445,3.579815e-12
2024-05-11T09:31:00Z,494.296,-56.897,113.401,4.063505e-12
2024-05-11T09:32:00Z,495.997,-60.703,113.405,3.776009e-12
2024-05-11T09:33:00Z,497.613,-64.505,113.476,3.072471e-12
2024-05-11T09:34:00Z,499.124,-68.303,113.650,2.235448e-12
2024-05-11T09:35:00Z,500.512,-72.097,113.995,2.127401e-12
2024-05-11T09:36:00Z,501.760,-75.885,114.646,2.110398e-12
2024-05-11T09:37:00Z,502.855,-79.666,115.940,1.569839e-12
2024-05-11T09:38:00Z,503.786,-83.429,118.981,1.547298e-12
2024-05-11T09:39:00Z,504.543,-87.113,130.525,1.744091e-12
2024-05-11T09:40:00Z,505.122,-88.507,-113.574,2.570439e-12
2024-05-11T09:41:00Z,505.518,-85.016,-82.467,2.430261e-12
2024-05-11T09:42:00Z,505.733,-81.272,-77.591,1.902248e-12
2024-05-11T09:43:00Z,505.769,-77.501,-75.786,2.154308e-12
2024-05-11T09:44:00Z,505.631,-73.720,-74.924,2.071674e-12
2024-05-11T09:45:00Z,505.327,-69.934,-74.473,2.090137e-12
2024-05-11T09:46:00Z,504.869,-66.144,-74.236,1.905437e-12
2024-05-11T09:47:00Z,504.269,-62.352,-74.127,2.078438e-12
2024-05-11T09:48:00Z,503.541,-58.556,-74.098,2.129282e-12
2024-05-11T09:49:00Z,502.704,-54.757,-74.124,2.549717e-12
2024-05-11T09:50:00Z,501.774,-50.955,-74.189,2.811962e-12
2024-05-11T09:51:00Z,500.772,-47.150,-74.281,2.946703e-12
2024-05-11T09:52:00Z,499.718,-43.342,-74.395,2.958302e-12
2024-05-11T09:53:00Z,498.632,-39.531,-74.524,3.052444e-12
2024-05-11T09:54:00Z,497.535,-35.716,-74.667,3.117050e-12
2024-05-11T09:55:00Z,496.448,-31.898,-74.819,3.132346e-12
2024-05-11T09:56:00Z,495.389,-28.077,-74.979,3.295511e-12
2024-05-11T09:57:00Z,494.379,-24.253,-75.145,3.325978e-12
2024-05-11T09:58:00Z,493.433,-20.427,-75.316,3.228208e-12
2024-05-11T09:59:00Z,492.568,-16.598,-75.491,3.314465e-12
2024-05-11T10:00:00Z,491.797,-12.767,-75.668,3.530587e-12
2024-05-11T10:01:00Z,491.131,-8.935,-75.848,3.867881e-12
2024-05-11T10:02:00Z,490.580,-5.101,-76.030,4.192277e-12
2024-05-11T10:03:00Z,490.149,-1.267,-76.212,4.502408e-12
2024-05-11T10:04:00Z,489.843,2.568,-76.394,4.681496e-12
2024-05-11T10:05:00Z,489.663,6.403,-76.576,4.487100e-12
2024-05-11T10:06:00Z,489.606,10.238,-76.757,3.903488e-12
2024-05-11T10:07:00Z,489.669,14.072,-76.936,3.924152e-12
2024-05-11T10:08:00Z,489.844,17.905,-77.113,5.217291e-12
2024-05-11T10:09:00Z,490.124,21.737,-77.286,5.546610e-12
2024-05-11T10:10:00Z,490.495,25.567,-77.456,6.280044e-12
2024-05-11T10:11:00Z,490.945,29.395,-77.620,6.234160e-12
2024-05-11T10:12:00Z,491.459,33.220,-77.777,3.873796e-12
2024-05-11T10:13:00Z,492.020,37.043,-77.926,4.623999e-12
2024-05-11T10:14:00Z,492.609,40.864,-78.064,3.283319e-12
2024-05-11T10:15:00Z,493.210,44.682,-78.188,3.405599e-12
2024-05-11T10:16:00Z,493.803,48.497,-78.294,2.914884e-12
2024-05-11T10:17:00Z,494.369,52.309,-78.378,2.574608e-12
2024-05-11T10:18:00Z,494.891,56.118,-78.429,2.541328e-12
2024-05-11T10:19:00Z,495.351,59.925,-78.437,3.662601e-12
2024-05-11T10:20:00Z,495.732,63.729,-78.382,4.335452e-12
2024-05-11T10:21:00Z,496.020,67.530,-78.232,4.615033e-12
2024-05-11T10:22:00Z,496.202,71.329,-77.929,4.905043e-12
2024-05-11T10:23:00Z,496.264,75.123,-77.356,4.527852e-12
2024-05-11T10:24:00Z,496.199,78.912,-76.234,4.058821e-12
2024-05-11T10:25:00Z,495.999,82.688,-73.717,4.605637e-12
2024-05-11T10:26:00Z,495.661,86.411,-65.437,4.118539e-12
2024-05-11T10:27:00Z,495.183,88.917,27.201,2.982100e-12
2024-05-11T10:28:00Z,494.565,85.716,83.769,2.916137e-12
2024-05-11T10:29:00Z,493.812,81.972,90.026,2.938238e-12
2024-05-11T10:30:00Z,492.931,78.190,92.146,3.148715e-12
2024-05-11T10:31:00Z,491.931,74.395,93.127,3.382916e-12
2024-05-11T10:32:00Z,490.824,70.594,93.636,2.936170e-12
2024-05-11T10:33:00Z,489.624,66.789,93.903,3.039299e-12
2024-05-11T10:34:00Z,488.346,62.980,94.032,3.049730e-12
2024-05-11T10:35:00Z,487.010,59.166,94.073,3.560136e-12
2024-05-11T10:36:00Z,485.635,55.349,94.056,4.366879e-12
2024-05-11T10:37:00Z,484.241,51.529,93.998,4.087731e-12
2024-05-11T10:38:00Z,482.850,47.704,93.910,4.286023e-12
2024-05-11T10:39:00Z,481.485,43.876,93.800,4.404828e-12
2024-05-11T10:40:00Z,480.168,40.044,93.673,4.732012e-12
2024-05-11T10:41:00Z,478.921,36.209,93.532,5.042476e-12
2024-05-11T10:42:00Z,477.765,32.371,93.382,5.486720e-12
2024-05-11T10:43:00Z,476.721,28.529,93.224,5.663039e-12
2024-05-11T10:44:00Z,475.807,24.685,93.059,5.594673e-12
2024-05-11T10:45:00Z,475.040,20.838,92.889,5.688628e-12
2024-05-11T10:46:00Z,474.437,16.989,92.715,5.781640e-12
2024-05-11T10:47:00Z,474.010,13.138,92.537,5.793970e-12
2024-05-11T10:48:00Z,473.770,9.286,92.358,5.782318e-12
2024-05-11T10:49:00Z,473.722,5.433,92.177,5.735017e-12
2024-05-11T10:50:00Z,473.873,1.580,91.996,5.600279e-12
2024-05-11T10:51:00Z,474.223,-2.273,91.814,5.686137e-12
2024-05-11T10:52:00Z,474.770,-6.125,91.632,5.941056e-12
2024-05-11T10:53:00Z,475.509,-9.976,91.451,6.165683e-12
2024-05-11T10:54:00Z,476.434,-13.826,91.272,6.069088e-12
2024-05-11T10:55:00Z,477.532,-17.673,91.096,5.711273e-12
2024-05-11T10:56:00Z,478.790,-21.518,90.922,5.190618e-12
2024-05-11T10:57:00Z,480.192,-25.360,90.753,4.959206e-12
2024-05-11T10:58:00Z,481.720,-29.199,90.589,4.575739e-12
2024-05-11T10:59:00Z,483.354,-33.034,90.432,4.196697e-12
2024-05-11T11:00:00Z,485.070,-36.866,90.283,3.992016e-12
2024-05-11T11:01:00Z,486.848,-40.694,90.145,4.175367e-12
2024-05-11T11:02:00Z,488.661,-44.517,90.020,3.229241e-12
2024-05-11T11:03:00Z,490.487,-48.337,89.913,3.116748e-12
2024-05-11T11:04:00Z,492.301,-52.152,89.829,3.120542e-12
2024-05-11T11:05:00Z,494.079,-55.963,89.776,2.668161e-12
2024-05-11T11:06:00Z,495.798,-59.770,89.767,3.459829e-12
2024-05-11T11:07:00Z,497.436,-63.573,89.819,4.918202e-12
2024-05-11T11:08:00Z,498.973,-67.372,89.964,5.310700e-12
2024-05-11T11:09:00Z,500.389,-71.167,90.259,5.209408e-12
2024-05-11T11:10:00Z,501.668,-74.956,90.816,4.523429e-12
2024-05-11T11:11:00Z,502.796,-78.739,91.900,2.867107e-12
2024-05-11T11:12:00Z,503.761,-82.507,94.305,2.037278e-12
2024-05-11T11:13:00Z,504.554,-86.227,101.956,1.562055e-12
2024-05-11T11:14:00Z,505.168,-88.966,-175.201,1.375159e-12
2024-05-11T11:15:00Z,505.599,-85.922,-108.741,1.414727e-12
2024-05-11T11:16:00Z,505.849,-82.196,-101.977,1.990436e-12
2024-05-11T11:17:00Z,505.917,-78.429,-99.746,1.706305e-12
2024-05-11T11:18:00Z,505.810,-74.650,-98.724,2.068946e-12
2024-05-11T11:19:00Z,505.534,-70.865,-98.196,2.292194e-12
2024-05-11T11:20:00Z,505.101,-67.076,-97.917,2.288357e-12
2024-05-11T11:21:00Z,504.522,-63.285,-97.781,2.389296e-12
2024-05-11T11:22:00Z,503.812,-59.490,-97.735,2.491112e-12
2024-05-11T11:23:00Z,502.987,-55.692,-97.749,2.534713e-12
2024-05-11T11:24:00Z,502.066,-51.891,-97.805,2.756187e-12
2024-05-11T11:25:00Z,501.068,-48.087,-97.891,3.110763e-12
2024-05-11T11:26:00Z,500.012,-44.279,-98.000,3.126279e-12
2024-05-11T11:27:00Z,498.920,-40.469,-98.126,3.325503e-12
2024-05-11T11:28:00Z,497.812,-36.655,-98.266,3.582817e-12
2024-05-11T11:29:00Z,496.708,-32.837,-98.415,4.105224e-12
2024-05-11T11:30:00Z,495.629,-29.017,-98.573,4.427327e-12
2024-05-11T11:31:00Z,494.594,-25.194,-98.738,4.520724e-12
2024-05-11T11:32:00Z,493.619,-21.368,-98.908,4.497884e-12
2024-05-11T11:33:00Z,492.722,-17.540,-99.082,4.457289e-12
2024-05-11T11:34:00Z,491.917,-13.710,-99.259,4.395993e-12
2024-05-11T11:35:00Z,491.215,-9.878,-99.438,4.404171e-12
2024-05-11T11:36:00Z,490.626,-6.044,-99.619,4.348239e-12
2024-05-11T11:37:00Z,490.157,-2.210,-99.801,4.151382e-12
2024-05-11T11:38:00Z,489.813,1.625,-99.983,3.492228e-12
2024-05-11T11:39:00Z,489.596,5.460,-100.165,2.799377e-12
2024-05-11T11:40:00Z,489.504,9.295,-100.346,2.573212e-12
2024-05-11T11:41:00Z,489.534,13.130,-100.526,2.509883e-12
2024-05-11T11:42:00Z,489.678,16.963,-100.703,2.561687e-12
2024-05-11T11:43:00Z,489.930,20.795,-100.878,2.865848e-12
2024-05-11T11:44:00Z,490.277,24.626,-101.048,3.294618e-12
2024-05-11T11:45:00Z,490.706,28.454,-101.213,3.172093e-12
2024-05-11T11:46:00Z,491.203,32.281,-101.372,2.958011e-12
2024-05-11T11:47:00Z,491.751,36.104,-101.523,3.141014e-12
2024-05-11T11:48:00Z,492.334,39.926,-101.664,2.571832e-12
2024-05-11T11:49:00Z,492.932,43.744,-101.792,2.503137e-12
2024-05-11T11:50:00Z,493.527,47.560,-101.903,2.011300e-12
2024-05-11T11:51:00Z,494.100,51.373,-101.992,2.491863e-12
2024-05-11T11:52:00Z,494.634,55.184,-102.052,2.181363e-12
2024-05-11T11:53:00Z,495.110,58.991,-102.072,2.113176e-12
2024-05-11T11:54:00Z,495.512,62.796,-102.035,2.285290e-12
2024-05-11T11:55:00Z,495.824,66.598,-101.912,2.870519e-12
2024-05-11T11:56:00Z,496.034,70.397,-101.653,3.148553e-12
2024-05-11T11:57:00Z,496.129,74.193,-101.162,2.896026e-12
2024-05-11T11:58:00Z,496.098,77.984,-100.217,2.161688e-12
2024-05-11T11:59:00Z,495.936,81.764,-98.195,2.499107e-12
2024-05-11T12:00:00Z,495.636,85.510,-92.390,2.790700e-12
2024-05-11T12:01:00Z,495.197,88.829,-44.981,3.069230e-12
2024-05-11T12:02:00Z,494.618,86.613,56.417,3.301105e-12
2024-05-11T12:03:00Z,493.904,82.895,65.485,3.209999e-12
2024-05-11T12:04:00Z,493.060,79.118,68.140,3.264349e-12
2024-05-11T12:05:00Z,492.095,75.325,69.308,3.525773e-12
2024-05-11T12:06:00Z,491.020,71.526,69.903,3.751920e-12
2024-05-11T12:07:00Z,489.849,67.721,70.218,4.122220e-12
2024-05-11T12:08:00Z,488.597,63.913,70.375,4.596372e-12
2024-05-11T12:09:00Z,487.282,60.100,70.434,4.827992e-12
2024-05-11T12:10:00Z,485.922,56.284,70.430,4.657071e-12
2024-05-11T12:11:00Z,484.539,52.464,70.380,4.796349e-12
2024-05-11T12:12:00Z,483.154,48.641,70.299,4.790818e-12
2024-05-11T12:13:00Z,481.789,44.814,70.194,4.879743e-12
2024-05-11T12:14:00Z,480.467,40.983,70.071,4.993362e-12
2024-05-11T12:15:00Z,479.209,37.148,69.934,4.915137e-12
2024-05-11T12:16:00Z,478.037,33.311,69.786,4.807478e-12
2024-05-11T12:17:00Z,476.971,29.470,69.629,4.787694e-12
2024-05-11T12:18:00Z,476.031,25.626,69.465,4.909282e-12
2024-05-11T12:19:00Z,475.235,21.780,69.297,5.104986e-12
2024-05-11T12:20:00Z,474.598,17.931,69.123,5.229311e-12
2024-05-11T12:21:00Z,474.135,14.081,68.947,5.233520e-12
2024-05-11T12:22:00Z,473.855,10.229,68.768,5.110343e-12
2024-05-11T12:23:00Z,473.767,6.377,68.588,4.935686e-12
2024-05-11T12:24:00Z,473.877,2.524,68.406,4.793338e-12
2024-05-11T12:25:00Z,474.186,-1.329,68.224,4.803018e-12
2024-05-11T12:26:00Z,474.692,-5.182,68.042,4.876757e-12
2024-05-11T12:27:00Z,475.393,-9.033,67.861,4.823933e-12
2024-05-11T12:28:00Z,476.280,-12.883,67.682,4.623976e-12
2024-05-11T12:29:00Z,477.342,-16.731,67.504,4.361798e-12
2024-05-11T12:30:00Z,478.568,-20.576,67.330,4.221657e-12
2024-05-11T12:31:00Z,479.941,-24.419,67.160,4.304492e-12
2024-05-11T12:32:00Z,481.442,-28.259,66.994,4.391319e-12
2024-05-11T12:33:00Z,483.053,-32.095,66.835,4.482759e-12
2024-05-11T12:34:00Z,484.753,-35.927,66.684,4.372282e-12
2024-05-11T12:35:00Z,486.517,-39.756,66.543,4.156497e-12
2024-05-11T12:36:00Z,488.323,-43.580,66.414,3.528265e-12
2024-05-11T12:37:00Z,490.146,-47.400,66.302,3.468609e-12
2024-05-11T12:38:00Z,491.963,-51.217,66.212,3.318524e-12
2024-05-11T12:39:00Z,493.748,-55.029,66.150,3.273416e-12
2024-05-11T12:40:00Z,495.480,-58.837,66.128,2.914176e-12
2024-05-11T12:41:00Z,497.135,-62.641,66.163,2.589590e-12
2024-05-11T12:42:00Z,498.693,-66.440,66.281,2.769663e-12
2024-05-11T12:43:00Z,500.135,-70.236,66.531,2.008599e-12
2024-05-11T12:44:00Z,501.443,-74.027,67.007,2.182184e-12
2024-05-11T12:45:00Z,502.602,-77.811,67.920,2.034908e-12
2024-05-11T12:46:00Z,503.600,-81.585,69.856,2.191788e-12
2024-05-11T12:47:00Z,504.428,-85.325,75.276,2.400884e-12
2024-05-11T12:48:00Z,505.078,-88.720,115.339,2.282999e-12
2024-05-11T12:49:00Z,505.546,-86.815,-136.502,2.185261e-12
2024-05-11T12:50:00Z,505.831,-83.117,-126.562,1.998609e-12
2024-05-11T12:51:00Z,505.935,-79.355,-123.762,2.082526e-12
2024-05-11T12:52:00Z,505.861,-75.578,-122.545,2.492654e-12
2024-05-11T12:53:00Z,505.617,-71.794,-121.928,2.968636e-12
2024-05-11T12:54:00Z,505.212,-68.007,-121.602,2.871696e-12
2024-05-11T12:55:00Z,504.659,-64.216,-121.437,2.744778e-12
2024-05-11T12:56:00Z,503.971,-60.422,-121.373,3.379478e-12
2024-05-11T12:57:00Z,503.164,-56.625,-121.375,3.456774e-12
2024-05-11T12:58:00Z,502.256,-52.824,-121.422,3.397127e-12
2024-05-11T12:59:00Z,501.266,-49.021,-121.501,3.402288e-12
2024-05-11T13:00:00Z,500.214,-45.214,-121.605,3.433179e-12
2024-05-11T13:01:00Z,499.120,-41.404,-121.728,3.380025e-12
2024-05-11T13:02:00Z,498.005,-37.591,-121.864,3.176689e-12
2024-05-11T13:03:00Z,496.891,-33.775,-122.012,2.956147e-12
2024-05-11T13:04:00Z,495.796,-29.955,-122.168,2.671208e-12
2024-05-11T13:05:00Z,494.741,-26.133,-122.331,2.303177e-12
2024-05-11T13:06:00Z,493.743,-22.307,-122.500,1.957362e-12
2024-05-11T13:07:00Z,492.819,-18.480,-122.673,1.576887e-12
2024-05-11T13:08:00Z,491.983,-14.650,-122.849,1.544039e-12
2024-05-11T13:09:00Z,491.249,-10.818,-123.028,1.990055e-12
2024-05-11T13:10:00Z,490.626,-6.985,-123.209,2.367244e-12
2024-05-11T13:11:00Z,490.122,-3.150,-123.391,2.552785e-12
2024-05-11T13:12:00Z,489.743,0.685,-123.573,2.651965e-12
2024-05-11T13:13:00Z,489.491,4.520,-123.755,2.749168e-12
2024-05-11T13:14:00Z,489.365,8.356,-123.937,2.522856e-12
2024-05-11T13:15:00Z,489.363,12.190,-124.117,2.552731e-12
2024-05-11T13:16:00Z,489.479,16.024,-124.295,2.644650e-12
2024-05-11T13:17:00Z,489.705,19.857,-124.470,2.592133e-12
2024-05-11T13:18:00Z,490.031,23.688,-124.642,2.665911e-12
2024-05-11T13:19:00Z,490.443,27.517,-124.809,2.905254e-12
2024-05-11T13:20:00Z,490.928,31.344,-124.969,2.911374e-12
2024-05-11T13:21:00Z,491.469,35.169,-125.123,2.688923e-12
2024-05-11T13:22:00Z,492.050,38.991,-125.266,2.267096e-12
2024-05-11T13:23:00Z,492.652,42.810,-125.398,2.508736e-12
2024-05-11T13:24:00Z,493.256,46.627,-125.513,2.738488e-12
2024-05-11T13:25:00Z,493.843,50.441,-125.609,3.357716e-12
2024-05-11T13:26:00Z,494.395,54.252,-125.677,3.565461e-12
2024-05-11T13:27:00Z,494.894,58.060,-125.708,3.240535e-12
2024-05-11T13:28:00Z,495.323,61.866,-125.687,3.991933e-12
2024-05-11T13:29:00Z,495.666,65.669,-125.589,4.173731e-12
2024-05-11T13:30:00Z,495.908,69.469,-125.371,4.501851e-12
2024-05-11T13:31:00Z,496.038,73.266,-124.951,4.088001e-12
2024-05-11T13:32:00Z,496.046,77.058,-124.152,3.657110e-12
2024-05-11T13:33:00Z,495.923,80.842,-122.503,4.192490e-12
2024-05-11T13:34:00Z,495.664,84.602,-118.228,3.734160e-12
2024-05-11T13:35:00Z,495.266,88.185,-95.118,3.360151e-12
2024-05-11T13:36:00Z,494.729,87.483,26.471,3.234035e-12
2024-05-11T13:37:00Z,494.054,83.813,40.680,3.105241e-12
2024-05-11T13:38:00Z,493.249,80.043,44.067,2.984763e-12
2024-05-11T13:39:00Z,492.319,76.253,45.465,2.947154e-12
2024-05-11T13:40:00Z,491.277,72.455,46.161,2.987281e-12
2024-05-11T13:41:00Z,490.135,68.651,46.528,3.030034e-12
2024-05-11T13:42:00Z,488.907,64.844,46.716,3.031969e-12
2024-05-11T13:43:00Z,487.612,61.032,46.795,3.910879e-12
2024-05-11T13:44:00Z,486.267,57.217,46.803,4.160496e-12
2024-05-11T13:45:00Z,484.894,53.398,46.763,4.055453e-12
2024-05-11T13:46:00Z,483.512,49.575,46.689,4.091659e-12
2024-05-11T13:47:00Z,482.145,45.749,46.589,4.090337e-12
2024-05-11T13:48:00Z,480.814,41.919,46.469,3.996677e-12
2024-05-11T13:49:00Z,479.541,38.086,46.335,4.108467e-12
2024-05-11T13:50:00Z,478.349,34.249,46.189,4.403529e-12
